#
#
# US Geological Survey
# retrieved: 2015-04-14 22:27:39 EDT
# URL: http://nwis.waterdata.usgs.gov/ca/nwis/current
#
# The Site File stores location and general information about groundwater,
# surface water, and meteorological sites
# for sites in California.
#
# The following selected fields are included in this output:
#
#  agency_cd       -- Agency
#  site_no         -- Site identification number
#  station_nm      -- Site name
#  site_tp_cd      -- Site type
#  dec_lat_va      -- Decimal latitude
#  dec_long_va     -- Decimal longitude
#  coord_acy_cd    -- Latitude-longitude accuracy
#  dec_coord_datum_cd -- Decimal Latitude-longitude datum
#  state_cd        -- State code
#  county_cd       -- County code
#  alt_va          -- Altitude of Gage/land surface
#  alt_acy_va      -- Altitude accuracy
#  alt_datum_cd    -- Altitude datum
#  peak_begin_date -- Peak-streamflow data begin date
#  peak_end_date   -- Peak-streamflow data end date
#  peak_count_nu   -- Peak-streamflow data count
#  qw_begin_date   -- Water-quality data begin date
#  qw_end_date     -- Water-quality data end date
#  qw_count_nu     -- Water-quality data count
#  gw_begin_date   -- Field water-level measurements begin date
#  gw_end_date     -- Field water-level measurements end date
#  gw_count_nu     -- Field water-level measurements count
#
#
# query started 2015-04-14 22:27:39 EDT
#
# there are 783 sites matching the search criteria.
#
#
agency_cd	site_no	station_nm	site_tp_cd	dec_lat_va	dec_long_va	coord_acy_cd	dec_coord_datum_cd	state_cd	county_cd	alt_va	alt_acy_va	alt_datum_cd	peak_begin_date	peak_end_date	peak_count_nu	qw_begin_date	qw_end_date	qw_count_nu	gw_begin_date	gw_end_date	gw_count_nu
USGS	11169025	GUADALUPE R ABV HWY 101 A SAN JOSE CA	ST	37.37382960	-121.93301290	S	NAD83	06	085	 17.57			2002-12-16	2014-02-28	12	2002-11-06	2014-04-17	235	--	--	0
USGS	11169500	SARATOGA C A SARATOGA CA	ST	37.25438808	-122.03940400	F	NAD83	06	085				1934-01-01	2014-02-28	81	1972-05-23	1972-12-07	11	--	--	0
USGS	11169750	ALVISO SLOUGH NR ALVISO CA	ES	37.44000000	-121.99833330	1	NAD83	06	085	 0			--	--	0	2011-05-18	2015-04-01	305	--	--	0
USGS	11169800	COYOTE C NR GILROY CA	ST	37.07772286	-121.49438320	F	NAD83	06	085	 790			1961-02-03	2014-02-28	32	1965-11-24	1975-03-22	73	--	--	0
USGS	11172175	COYOTE C AB HWY 237 A MILPITAS CA	ST	37.42216170	-121.92745770	S	NAD83	06	085	 10			1999-02-09	2014-02-28	16	2003-11-07	2013-05-02	141	--	--	0
USGS	11172945	ALAMEDA C AB DIV DAM NR SUNOL CA	ST	37.49743560	-121.77356440	S	NAD83	06	001	 930			1995-01-09	2014-02-28	20	2015-02-25	2015-02-25	1	--	--	0
USGS	11172955	ALAMEDA C BL DIV DAM NR SUNOL CA	ST	37.49861110	-121.77944440	S	NAD83	06	001	 840			2012-04-13	2012-12-23	2	--	--	0	--	--	0
USGS	11173200	ARROYO HONDO NR SAN JOSE CA	ST	37.46160337	-121.76939700	F	NAD83	06	085	 783.86			1969-01-26	2014-02-28	33	1977-08-17	2015-02-18	2	--	--	0
USGS	11173500	CALAVERAS C NR SUNOL CA	ST	37.50194444	-121.81833330	S	NAD83	06	001	 475			1899-03-23	2012-12-29	40	2015-02-26	2015-02-26	1	--	--	0
USGS	11173510	ALAMEDA C BL CALAVERAS C NR SUNOL CA	ST	37.50354720	-121.82467740	S	NAD83	06	001	 430			2007-02-26	2012-12-23	7	2015-02-25	2015-02-25	1	--	--	0
USGS	11173575	ALAMEDA C BL WELCH C NR SUNOL CA	ST	37.54049080	-121.85634500	S	NAD83	06	001	 300			2000-02-13	2012-12-23	14	1999-11-17	2015-02-24	350	--	--	0
USGS	11173800	INDIAN C NR SUNOL CA	ST	37.56111110	-121.79694440	S	NAD83	06	001	 680			--	--	0	--	--	0	--	--	0
USGS	11174000	SAN ANTONIO C NR SUNOL CA	ST	37.57743400	-121.85773400	S	NAD83	06	001	 271.56			1913-01-19	2012-12-23	39	2000-01-06	2001-03-27	13	--	--	0
USGS	11174600	ALAMO CN NR PLEASANTON CA	ST-CA	37.69444444	-121.91944440	S	NAD83	06	001	 330			1980-01-13	1983-01-23	4	1974-10-01	1983-06-15	272	--	--	0
USGS	11176400	ARROYO VALLE BL LANG CYN NR LIVERMORE CA	ST	37.56132196	-121.68383890	F	NAD83	06	001	 750			1964-01-21	2012-12-23	50	1973-11-06	1979-02-21	33	--	--	0
USGS	11176500	ARROYO VALLE NR LIVERMORE CA	ST	37.62326509	-121.75884180	F	NAD83	06	001	 510.44			1913-01-19	2013-03-25	74	1960-11-12	2014-07-02	85	--	--	0
USGS	11176900	ARROYO DE LA LAGUNA A VERONA CA	ST	37.62659915	-121.88301260	S	NAD83	06	001	 280			2004-01-01	2014-02-28	11	1960-11-15	2013-04-30	459	--	--	0
USGS	11179000	ALAMEDA C NR NILES CA	ST	37.58715679	-121.96079300	F	NAD83	06	001	 85.65			1892-03-30	2014-02-28	123	1952-02-18	2014-11-25	2703	--	--	0
USGS	11179100	ALAMEDA C NR FREMONT CA	ST	37.56660245	-122.00162780	S	NAD83	06	001	 48			2012-12-24	2014-02-28	2	--	--	0	--	--	0
USGS	11180500	DRY C A UNION CITY CA	ST	37.60604520	-122.02385040	F	NAD83	06	001	 85.12			1917-02-24	2014-02-28	59	--	--	0	--	--	0
USGS	11180700	ALAMEDA C FLOOD CHANNEL A UNION CITY CA	ST	37.58576818	-122.04829550	F	NAD83	06	001	 4.13			1959-02-16	2014-02-28	56	--	--	0	--	--	0
USGS	11180825	SAN LORENZO C AB DON CASTRO RES NR CASTRO V CA	ST	37.69520825	-122.04496200	S	NAD83	06	001	 260			1981-01-27	2014-02-28	30	1980-10-14	2003-05-03	559	--	--	0
USGS	11180900	CROW C NR HAYWARD CA	ST	37.70493008	-122.04385080	S	NAD83	06	001	 270			1998-02-03	2014-04-01	17	1999-10-07	2003-05-29	123	--	--	0
USGS	11180960	CULL C AB CULL C RES NR CASTRO VALLEY CA	ST	37.71770737	-122.05440670	F	NAD83	06	001				1979-02-21	2014-04-01	36	1979-01-14	2003-05-30	483	--	--	0
USGS	11181000	SAN LORENZO C A HAYWARD CA	ST	37.68548644	-122.06440700	S	NAD83	06	001	 133.16			1940-02-27	2014-04-01	56	1971-12-22	1971-12-22	1	--	--	0
USGS	11181008	CASTRO VALLEY C A HAYWARD CA	ST	37.67993110	-122.08051860	F	NAD83	06	001				1971-12-22	2014-02-28	43	1971-10-14	1986-02-18	332	--	--	0
USGS	11181040	SAN LORENZO C A SAN LORENZO CA	ST	37.68409770	-122.13996490	F	NAD83	06	001	 6.13			1968-01-30	2014-02-28	38	1989-10-23	2014-02-14	260	--	--	0
USGS	11182500	SAN RAMON C A SAN RAMON CA	ST	37.77298300	-121.99468250	F	NAD83	06	013	 530			1952-12-07	2012-12-02	61	--	--	0	--	--	0
USGS	11185185	SUISUN BAY A MALLARD IS CA	ST	38.04269787	-121.92023740	S	NAD83	06	013	 0			--	--	0	1998-10-08	2015-03-26	483	--	--	0
USGS	11189500	SF KERN R NR ONYX CA	ST	35.73745160	-118.17368900	F	NAD83	06	029	 2900.00			1912-05-19	2013-03-17	93	1979-11-14	1980-08-05	4	--	--	0
USGS	11200800	DEER C NR FOUNTAIN SPRINGS CA	ST	35.94161745	-118.82287020	F	NAD83	06	107	 980			1966-12-06	2012-12-24	47	--	--	0	--	--	0
USGS	11203580	SF TULE R NR CHOLOLLO CAMPGROUND NR PORTERVILLE CA	ST	36.04828125	-118.65425560	S	NAD83	06	107	 3700			2000-04-17	2012-12-24	14	2015-01-28	2015-01-28	22	--	--	0
USGS	11204100	SF TULE R NR RESERVATION BNDRY NR PORTERVILLE CA	ST	36.02411648	-118.81342580	S	NAD83	06	107	 970			2001-04-21	2012-12-24	13	2014-04-10	2014-04-10	1	--	--	0
USGS	11206820	MARBLE FORK KAWEAH R AB HORSE C NR LODGEPOLE CA	ST	36.61166667	-118.70166670	U	NAD83	06	107	 7160			--	--	0	2012-11-19	2015-03-31	43	--	--	0
USGS	11224000	MF SAN JOAQUIN R NR MAMMOTH LAKES CA	ST	37.63194444	-119.08638890	U	NAD83	06	039	 7580			2011-06-23	2014-05-27	4	--	--	0	--	--	0
USGS	11224500	LOS GATOS C AB NUNEZ CYN NR COALINGA CA	ST	36.21467719	-120.47071160	F	NAD83	06	019	 1065.2			1945-10-07	2012-12-24	68	2011-01-12	2011-01-12	3	--	--	0
USGS	11251000	SAN JOAQUIN R BL FRIANT CA	ST	36.98439397	-119.72431240	F	NAD83	06	019	 294.00			1908-04-30	2013-04-27	104	1951-04-14	2015-01-28	173	--	--	0
USGS	11253130	SAN JOAQUIN R A N SAN MATEO RD NR MENDOTA CA	ST	36.77888889	-120.30666670	5	NAD83	06	019	 160			2011-05-27	2013-04-29	3	--	--	0	--	--	0
USGS	11253310	CANTUA C NR CANTUA CREEK CA	ST	36.40217399	-120.43349170	F	NAD83	06	019	 680			1958-04-02	2012-12-24	56	--	--	0	--	--	0
USGS	11254000	SAN JOAQUIN R NR MENDOTA CA	ST	36.81050460	-120.37822560	S	NAD83	06	019	 140.53			1940-03-02	2013-07-15	29	1951-04-13	2014-09-09	541	--	--	0
USGS	11255575	PANOCHE C A I-5 NR SILVER CREEK CA	ST	36.65245145	-120.63211860	S	NAD83	06	019	 450			1998-02-03	2014	17	1998-01-19	2008-03-26	197	--	--	0
USGS	11261100	SALT SLOUGH A HWY 165 NR STEVINSON CA	ST	37.24771864	-120.85214460	S	NAD83	06	047	 75.11			1986-02-02	2013-02-27	26	1984-09-12	2002-07-02	222	--	--	0
USGS	11261500	SAN JOAQUIN R A FREMONT FORD BRIDGE CA	ST	37.30993860	-120.93103690	S	NAD83	06	047	 72.37			1937-02-18	2012-12-29	50	1955-07-01	1994-09-07	364	--	--	0
USGS	11262900	MUD SLOUGH NR GUSTINE CA	ST	37.26244000	-120.90659080	S	NAD83	06	047	 25			1986-03-16	2012-12-05	28	1985-06-11	2001-10-31	213	--	--	0
USGS	11264500	MERCED R A HAPPY ISLES BRIDGE NR YOSEMITE CA	ST	37.73131496	-119.55905140	S	NAD83	06	043	 4030			1916-06-07	2014-05-16	99	1967-11-20	2015-03-30	778	--	--	0
USGS	11266500	MERCED R A POHONO BRIDGE NR YOSEMITE CA	ST	37.71687138	-119.66627880	F	NAD83	06	043	 3861.66			1917-06-10	2013-04-30	97	1971-10-18	2004-06-10	17	--	--	0
USGS	11273400	SAN JOAQUIN R AB MERCED R NR NEWMAN CA	ST	37.34721510	-120.97617770	F	NAD83	06	099	 60			2011-10-28	2012-12-29	2	2014-08-12	2014-08-12	1	--	--	0
USGS	11274000	SAN JOAQUIN R NR NEWMAN CA	ST	37.35049280	-120.97715000	F	NAD83	06	099	 56			1868-01-02	2012-12-28	101	1951-04-12	1993-03-31	195	--	--	0
USGS	11274500	ORESTIMBA C NR NEWMAN CA	ST	37.31549247	-121.12520810	F	NAD83	06	099	 216.01			1932-02-08	2012-12-24	82	1993-02-17	1995-01-10	6	--	--	0
USGS	11274538	ORESTIMBA CR AT RIVER RD NR CROWS LANDING CA	ST	37.41354657	-121.01604120	S	NAD83	06	099	 65			1992-05-12	2012-12-24	22	1992-04-15	2015-01-07	390	--	--	0
USGS	11274550	SAN JOAQUIN R NR CROWS LANDING CA	ST	37.43187949	-121.01381930	S	NAD83	06	099	 45			1996-03-08	2013-10-28	19	1962-01-18	2014-09-05	100	--	--	0
USGS	11274630	DEL PUERTO C NR PATTERSON CA	ST	37.48659935	-121.20910260	F	NAD83	06	099				1959-02-16	2012-12-23	55	1995-01-10	1995-01-10	2	--	--	0
USGS	11274790	TUOLUMNE R A GRAND CYN OF TUOLUMNE AB HETCH HETCHY	ST	37.91658840	-119.65989380	S	NAD83	06	109	 3830			2007-05-12	2014-05-16	8	2014-07-09	2014-07-09	1	--	--	0
USGS	11275500	HETCH HETCHY RES A HETCH HETCHY CA	LK	37.94769890	-119.78795460	F	NAD83	06	109				--	--	0	--	--	0	--	--	0
USGS	11276500	TUOLUMNE R NR HETCH HETCHY CA	ST	37.93742147	-119.79823260	F	NAD83	06	109	 3430.00			1915-06-01	2014-05-26	100	1981-09-23	1982-08-09	2	--	--	0
USGS	11276600	TUOLUMNE R AB EARLY INTAKE NR MATHER CA	ST	37.87936848	-119.94712600	F	NAD83	06	109				1943-06-01	2014-02-28	45	--	--	0	--	--	0
USGS	11276900	TUOLUMNE R BL EARLY INTAKE NR MATHER CA	ST	37.88159080	-119.97018240	F	NAD83	06	109				1967-07-05	2013-04-05	47	--	--	0	--	--	0
USGS	11277100	LK ELEANOR DIV TO CHERRY LAKE NR HETCH HETCHY CA	ST	37.97964330	-119.88184640	S	NAD83	06	109	 4670			--	--	0	--	--	0	--	--	0
USGS	11277200	CHERRY LK NR HETCH HETCHY CA	LK	37.97575478	-119.91406950	F	NAD83	06	109				--	--	0	--	--	0	--	--	0
USGS	11277300	CHERRY C BL VALLEY DAM NR HETCH HETCHY CA	ST	37.96769944	-119.91740290	F	NAD83	06	109				1957-07-17	2012-12-01	57	2014-07-24	2014-08-28	2	--	--	0
USGS	11277500	LK ELEANOR NR HETCH HETCHY CA	LK	37.97408790	-119.88101300	F	NAD83	06	109				--	--	0	--	--	0	--	--	0
USGS	11278000	ELEANOR C NR HETCH HETCHY CA	ST	37.96908800	-119.88212400	F	NAD83	06	109	 4500.00			1915-05-13	2012-12-02	99	2014-08-28	2014-08-28	1	--	--	0
USGS	11278300	CHERRY C NR EARLY INTAKE CA	ST	37.89436824	-119.96268200	F	NAD83	06	109	 2272.00			1957-07-17	2012-12-03	57	2014-05-15	2014-08-27	2	--	--	0
USGS	11278400	CHERRY C BL DION R HOLM PH, NR MATHER CA	ST	37.89020170	-119.96990460	F	NAD83	06	109				1963-05-20	2012-12-02	51	2014-06-11	2014-06-11	1	--	--	0
USGS	11284400	BIG C AB WHITES GULCH NR GROVELAND CA	ST	37.84187140	-120.18491030	F	NAD83	06	109	 2561.79			1965-01-06	2012-12-23	45	--	--	0	--	--	0
USGS	11285500	TUOLUMNE R A WARDS FERRY BR NR GROVELAND CA	ST	37.87833330	-120.29472220	S	NAD83	06	109	 760			--	--	0	2014-09-08	2014-09-23	2	--	--	0
USGS	11287500	DON PEDRO RES NR LA GRANGE CA	LK	37.70159780	-120.42213920	F	NAD83	06	109				--	--	0	--	--	0	--	--	0
USGS	11289000	MODESTO CN NR LA GRANGE CA	ST	37.67243198	-120.47491830	F	NAD83	06	099				--	--	0	--	--	0	--	--	0
USGS	11289500	TURLOCK CN NR LA GRANGE CA	ST	37.66576548	-120.44102830	F	NAD83	06	099				--	--	0	--	--	0	--	--	0
USGS	11289650	TUOLUMNE R BL LAGRANGE DAM NR LAGRANGE CA	ST	37.66632100	-120.44213940	F	NAD83	06	099				1971-01-02	2014-04-16	44	2014-12-09	2014-12-09	1	--	--	0
USGS	11290000	TUOLUMNE R A MODESTO CA	ST	37.62715300	-120.98437770	1	NAD83	06	099	 60			1895-02-13	2014-04-18	74	1985-06-24	2003-12-11	154	--	--	0
USGS	11299600	BLACK C NR COPPEROPOLIS CA	ST	37.96103615	-120.61520350	F	NAD83	06	009				1983-11-24	2014-03-06	31	--	--	0	--	--	0
USGS	11299997	STANISLAUS R BL TULLOCH PP NR KNIGHTS FERRY CA	ST	37.87603788	-120.60520250	F	NAD83	06	109				--	--	0	--	--	0	--	--	0
USGS	11302000	STANISLAUS R BL GOODWIN DAM NR KNIGHTS FERRY CA	ST	37.85159385	-120.63798160	F	NAD83	06	009				1955-12-23	2013-05-10	58	1992-07-23	1992-07-23	1	--	--	0
USGS	11302500	STANISLAUS R A OAKDALE CA	ST	37.77715006	-120.85298800	F	NAD83	06	099				1896-05-29	1900-01-03	5	--	--	0	--	--	0
USGS	11303000	STANISLAUS R A RIPON CA	ST	37.72965078	-121.11049340	S	NAD83	06	099	 0.72			1938-02-12	2013-05-11	74	1985-06-24	2003-12-11	146	--	--	0
USGS	11303500	SAN JOAQUIN R NR VERNALIS CA	ST	37.67604060	-121.26632930	S	NAD83	06	077	 25			1923-10-15	2014-04-27	86	1950-12-02	2015-04-06	6228	--	--	0
USGS	11304810	SAN JOAQUIN R BL GARWOOD BRIDGE A STOCKTON CA	ST	37.93547987	-121.33022450	S	NAD83	06	077				--	--	0	2010-03-16	2015-03-25	70	--	--	0
USGS	11311300	TURNER CUT NR HOLT CA	ST	37.99250000	-121.45388890	5	NAD83	06	077				--	--	0	1994-06-21	1996-06-27	6	--	--	0
USGS	11312672	VICTORIA CANAL NR BYRON CA	ST-CA	37.87083330	-121.53000000	5	NAD83	06	077				--	--	0	2014-06-04	2015-03-25	36	--	--	0
USGS	11312676	MIDDLE R AT MIDDLE RIVER CA	ST	37.94270170	-121.53411750	S	NAD83	06	077				--	--	0	1993-02-19	2015-03-25	93	--	--	0
USGS	11312685	MIDDLE R NR HOLT CA	ST	38.00305556	-121.51083330	5	NAD83	06	077				--	--	0	1994-06-21	2010-03-15	6	--	--	0
USGS	11312968	OLD R NR DELTA MENDOTA CANAL CA	ST	37.81048298	-121.54244880	S	NAD83	06	077				--	--	0	--	--	0	--	--	0
USGS	11313240	GRANT LINE CN NR TRACY CA	ST	37.82000000	-121.54472220	U	NAD83	06	077	 8			--	--	0	2014-06-04	2015-03-25	30	--	--	0
USGS	11313315	OLD RIVER NEAR BYRON CA	ST	37.89103627	-121.57022830	S	NAD83	06	013				--	--	0	2010-03-15	2015-02-18	15	--	--	0
USGS	11313405	OLD R A BACON ISLAND CA	ST	37.96992306	-121.57217400	S	NAD83	06	077				--	--	0	1994-06-22	2015-03-25	72	--	--	0
USGS	11313431	HOLLAND CUT NR BETHEL ISLAND CA	ST	38.01638889	-121.58194440	5	NAD83	06	013				--	--	0	--	--	0	--	--	0
USGS	11313433	DUTCH SLOUGH BL JERSEY ISLAND RD A JERSEY ISLAND	ST	38.01353260	-121.66773100	S	NAD83	06	013				--	--	0	2013-09-03	2015-02-17	8	--	--	0
USGS	11313434	OLD R A QUIMBY ISLAND NR BETHEL ISLAND CA	ST	38.02722220	-121.56444440	5	NAD83	06	013				--	--	0	1994-09-28	2010-03-15	6	--	--	0
USGS	11313440	FALSE R NR OAKLEY CA	ST	38.05583330	-121.66694440	5	NAD83	06	013				--	--	0	1994-06-23	1996-06-26	6	--	--	0
USGS	11313452	OLD R A FRANKS TRACT NR TERMINOUS CA	ST	38.07111110	-121.57888890	5	NAD83	06	013				--	--	0	2010-03-15	2010-03-15	1	--	--	0
USGS	11313460	SAN JOAQUIN R A PRISONERS PT NR TERMINOUS CA	ST	38.05944444	-121.55722220	5	NAD83	06	077				--	--	0	2010-03-15	2015-02-10	11	--	--	0
USGS	11335000	COSUMNES R A MICHIGAN BAR CA	ST	38.50018619	-121.04522120	F	NAD83	06	067	 168.09			1907-03-19	2012-12-02	107	1952-10-23	2015-04-07	393	--	--	0
USGS	11336580	MORRISON C NR SACRAMENTO CA	ST	38.49851847	-121.45273170	F	NAD83	06	067	 10.08			1960-02-08	2012-12-02	44	--	--	0	--	--	0
USGS	11336585	LAGUNA C NR ELK GROVE CA	ST	38.42324335	-121.35328400	S	NAD83	06	067	 40			1996-02-05	2012-12-02	18	--	--	0	--	--	0
USGS	11336600	DELTA CROSS CHANNEL NR WALNUT GROVE	ST	38.24472220	-121.50527780	5	NAD83	06	067				--	--	0	1960-10-03	2015-02-03	82	--	--	0
USGS	11336680	S MOKELUMNE R A NEW HOPE BR NR WALNUT GROVE CA	ST	38.22555556	-121.49111100	S	NAD83	06	077	 0			--	--	0	2011-05-12	2015-03-30	94	--	--	0
USGS	11336685	N MOKELUMNE NR WALNUT GROVE CA	ST	38.22333330	-121.50722220	S	NAD83	06	067	 0			--	--	0	2011-05-12	2015-03-30	94	--	--	0
USGS	11336790	LITTLE POTATO SLOUGH A TERMINOUS CA	ST	38.09638889	-121.49611100	5	NAD83	06	077				--	--	0	2010-03-16	2015-02-10	53	--	--	0
USGS	11336930	MOKELUMNE R A ANDRUS ISLAND NR TERMINOUS CA	ST	38.10611110	-121.57111100	5	NAD83	06	067				--	--	0	1994-06-22	2015-03-30	95	--	--	0
USGS	11337080	THREEMILE SLOUGH NR RIO VISTA CA	ST	38.10333330	-121.68611100	S	NAD83	06	067				--	--	0	--	--	0	--	--	0
USGS	11337190	SAN JOAQUIN R A JERSEY POINT CA	ST	38.05214240	-121.68884280	S	NAD83	06	013				--	--	0	2012-07-27	2015-03-26	70	--	--	0
USGS	11342000	SACRAMENTO R A DELTA CA	ST	40.93959397	-122.41723510	F	NAD83	06	089	 1075.00			1945-02-02	2014-03-05	70	1951-04-11	2000-05-16	329	--	--	0
USGS	11345500	SF PIT R NR LIKELY CA	ST	41.23072860	-120.43717260	F	NAD83	06	049	 4508.00			1932-04-27	2013-12-12	83	1960-10-13	1980-09-03	126	--	--	0
USGS	11348500	PIT R NR CANBY CA	ST	41.40600116	-120.92774580	F	NAD83	06	049	 4266.00			1904-03-08	2013-11-08	85	1951-04-11	1979-09-12	345	--	--	0
USGS	11355010	PIT R BL PIT NO 1 PH NR FALL RIVER MILLS CA	ST	40.98321780	-121.51192700	F	NAD83	06	089				1974-01	2014-03-10	40	1977-08-15	1977-12-13	3	--	--	0
USGS	11361000	BURNEY C A BURNEY FALLS NR BURNEY CA	ST	41.01738285	-121.65415390	S	NAD83	06	089	 2750			--	--	0	--	--	0	--	--	0
USGS	11370500	SACRAMENTO R A KESWICK CA	ST	40.60098350	-122.44445530	F	NAD83	06	089	 479.81			1939-03-13	2014-06-20	76	1909-09-15	2000-05-16	630	--	--	0
USGS	11370700	ANDERSON-COTTONWOOD ID CN AT SHARON AVE REDDING CA	ST	40.56876198	-122.38139700	F	NAD83	06	089				--	--	0	--	--	0	--	--	0
USGS	11372000	CLEAR C NR IGO CA	ST	40.51320587	-122.52417950	F	NAD83	06	089	 672.99			1941-03-01	2014-03-05	74	1960-10-10	1966-09-02	72	--	--	0
USGS	11374000	COW C NR MILLVILLE CA	ST	40.50487467	-122.23305770	F	NAD83	06	089				1937	2014-03-10	66	1960-10-10	1978-06-01	285	--	--	0
USGS	11376000	COTTONWOOD C NR COTTONWOOD CA	ST	40.38709797	-122.23861190	F	NAD83	06	089	 364.00			1941-03-01	2014-03-04	74	1951-04-12	1998-07-29	907	--	--	0
USGS	11376550	BATTLE C BL COLEMAN FISH HATCHERY NR COTTONWOOD CA	ST	40.39820996	-122.14638690	F	NAD83	06	089	 415.00			1961-12-01	2014-03-10	52	1961-10-05	1970-08-27	177	--	--	0
USGS	11377100	SACRAMENTO R AB BEND BRIDGE NR RED BLUFF CA	ST	40.28848836	-122.18666450	F	NAD83	06	103				1879-03-06	2014-03-04	133	1976-10-25	2000-05-17	1111	--	--	0
USGS	11379500	ELDER C NR PASKENTA CA	ST	40.02376507	-122.51194620	F	NAD83	06	103	 718.10			1949-03-11	2014-03-03	66	1958-10-02	2000-01-19	223	--	--	0
USGS	11381500	MILL C NR LOS MOLINOS CA	ST	40.05460220	-122.02415410	F	NAD83	06	103	 385.00			1929-02-03	2014-03-10	86	1977-11-05	1978-06-06	186	--	--	0
USGS	11383500	DEER C NR VINA CA	ST	40.01404745	-121.94831810	F	NAD83	06	103	 479.2			1912-01-26	2014-03-10	98	1995-10-18	1997-08-12	4	--	--	0
USGS	11389500	SACRAMENTO R A COLUSA CA	ST	39.21405660	-122.00025080	F	NAD83	06	011				1941-02-12	2012-12-25	73	1958-10-03	2002-03-07	436	--	--	0
USGS	11390000	BUTTE C NR CHICO CA	ST	39.72599524	-121.70886430	F	NAD83	06	007				1931-01-23	2014-03-29	84	1960-10-10	1979-09-25	178	--	--	0
USGS	11390500	SACRAMENTO R BL WILKINS SLOUGH NR GRIMES CA	ST	39.00989476	-121.82469000	F	NAD83	06	011				1939-03-15	2012-12-25	75	1985-08-13	2014-08-20	3	--	--	0
USGS	11401920	SPANISH C A QUINCY CA	ST	39.94583330	-120.94250000	U	NAD83	06	063	 3410			2010-04-27	2014-03-29	5	--	--	0	--	--	0
USGS	11402000	SPANISH C AB BLACKHAWK C AT KEDDIE CA	ST	40.00294700	-120.95439940	F	NAD83	06	063	 3129.86			1934-01-01	2014-03-29	81	1971-09-21	1972-09-06	13	--	--	0
USGS	11413000	N YUBA R BL GOODYEARS BAR CA	ST	39.52489370	-120.93800680	F	NAD83	06	091	 2453.00			1931-03-18	2014-02-10	84	1971-09-23	1977-12-21	28	--	--	0
USGS	11418500	DEER C NR SMARTSVILLE CA	ST	39.22433764	-121.26856970	F	NAD83	06	057	 630.00			1928-03	2014-02-28	80	1973-11-07	1979-03-27	46	--	--	0
USGS	11421000	YUBA R NR MARYSVILLE CA	ST	39.17572510	-121.52496470	F	NAD83	06	115				1943-01-22	2012-12-02	70	1976-12-16	1995-11-02	44	--	--	0
USGS	11424000	BEAR R NR WHEATLAND CA	ST	39.00017270	-121.40662380	F	NAD83	06	061	 71.92			1929-02-04	2012-12-24	85	1960-10-03	2006-07-19	252	--	--	0
USGS	11424500	DRY C NR WHEATLAND CA	ST	39.02628325	-121.43718090	S	NAD83	06	115	 62.83			1947-02-12	1967-01-21	19	--	--	0	--	--	0
USGS	11425500	SACRAMENTO R A VERONA CA	ST	38.77434584	-121.59829280	F	NAD83	06	101	 -3.00			1929-12-17	2014-03-07	85	1968-02-29	2014-06-03	134	--	--	0
USGS	11427000	NF AMERICAN R A NORTH FORK DAM CA	ST	38.93600919	-121.02383300	F	NAD83	06	061	 715.00			1942-01-27	2012-12-02	72	1977-07-11	1979-10-22	7	--	--	0
USGS	11433790	NF AMERICAN R A AUBURN DAM SITE NR AUBURN CA	ST	38.88295460	-121.06300070	S	NAD83	06	061	 680			--	--	0	2014-09-23	2014-10-24	2	--	--	0
USGS	11446030	SF AMERICAN R NR PILOT HILL CA	ST	38.76295708	-121.00827630	S	NAD83	06	017	 440			--	--	0	--	--	0	--	--	0
USGS	11446220	AMERICAN R BL FOLSOM DAM NR FOLSOM CA	ST	38.68833330	-121.16750000	S	NAD83	06	067	 130			--	--	0	--	--	0	--	--	0
USGS	11446500	AMERICAN R A FAIR OAKS CA	ST	38.63546010	-121.22772620	F	NAD83	06	067	 71.53			1862-01-10	2014-06-19	110	1951-01-21	2003-06-23	337	--	--	0
USGS	11446700	AMERICAN R A WILLIAM B POND PARK A CARMICHAEL CA	ST	38.59129436	-121.33272880	S	NAD83	06	067	 45			--	--	0	2015-01-30	2015-01-30	1	--	--	0
USGS	11446980	AMERICAN R BL WATT AVE BRDG NR CARMICHAEL CA	ST	38.56712810	-121.38828570	S	NAD83	06	067	 25			--	--	0	2014-07-21	2015-01-30	2	--	--	0
USGS	11447360	ARCADE C NR DEL PASO HEIGHTS CA	ST	38.64184848	-121.38273020	S	NAD83	06	067	 50			1964-01-21	2012-12-02	33	1995-11-06	2012-05-15	153	--	--	0
USGS	11447650	SACRAMENTO R A FREEPORT CA	ST	38.45601954	-121.50134370	S	NAD83	06	067	 7			1909-01-17	2012-12-26	66	1958-11-07	2015-04-02	2260	--	--	0
USGS	11447830	SUTTER SLOUGH A COURTLAND CA	ST	38.32916667	-121.57916670	S	NAD83	06	067	 8			--	--	0	2014-11-25	2015-01-27	5	--	--	0
USGS	11447850	STEAMBOAT SLOUGH NR WALNUT GROVE CA	ST	38.28472220	-121.58666670	5	NAD83	06	067	 3			--	--	0	2014-06-05	2015-03-27	51	--	--	0
USGS	11447890	SACRAMENTO R AB DELTA CROSS CHANNEL CA	ST	38.25769218	-121.51828650	S	NAD83	06	067				--	--	0	2014-02-06	2015-03-19	17	--	--	0
USGS	11447903	GEORGIANA SLOUGH NR SACRAMENTO R	ST	38.23722220	-121.51750000	5	NAD83	06	067				--	--	0	2012-07-25	2015-03-27	98	--	--	0
